"Plot Title: Four Mile Brook"
"#","Date Time, GMT-05:00","Temp, °C","Coupler Detached","End Of File"
482,03/20/16 03:30:00 PM,5.179,,
483,03/20/16 03:30:00 PM,5.128,,
484,03/20/16 03:30:00 PM,4.947,,
485,03/20/16 03:30:00 PM,4.740,,
486,03/20/16 03:30:00 PM,4.506,,
487,03/20/16 03:30:00 PM,4.272,,
488,03/20/16 03:30:00 PM,4.011,,
489,03/20/16 03:30:00 PM,3.749,,
490,03/20/16 03:30:00 PM,3.485,,
491,03/20/16 03:30:00 PM,3.248,,
492,03/20/16 03:30:00 PM,3.036,,
493,03/20/16 03:30:00 PM,2.850,,
494,03/20/16 03:30:00 PM,2.664,,
495,03/20/16 03:30:00 PM,2.477,,
496,03/20/16 03:30:00 PM,2.316,,
497,03/20/16 03:30:00 PM,2.209,,
498,03/20/16 03:30:00 PM,2.262,,
499,03/20/16 03:30:00 PM,2.423,,
500,03/20/16 03:30:00 PM,2.770,,
501,03/20/16 03:30:00 PM,3.221,,
502,03/20/16 03:30:00 PM,3.801,,
503,03/20/16 03:30:00 PM,4.350,,
504,03/20/16 03:30:00 PM,4.792,,
505,03/20/16 03:30:00 PM,4.921,,
506,03/20/16 03:30:00 PM,4.947,,
507,03/20/16 03:30:00 PM,4.792,,
508,03/20/16 03:30:00 PM,4.584,,
509,03/20/16 03:30:00 PM,4.350,,
510,03/20/16 03:30:00 PM,4.089,,
511,03/20/16 03:30:00 PM,3.932,,
512,03/20/16 03:30:00 PM,3.854,,
513,03/20/16 03:30:00 PM,3.827,,
514,03/20/16 03:30:00 PM,3.854,,
515,03/20/16 03:30:00 PM,3.880,,
516,03/20/16 03:30:00 PM,3.906,,
517,03/20/16 03:30:00 PM,3.932,,
518,03/20/16 03:30:00 PM,3.958,,
519,03/20/16 03:30:00 PM,3.985,,
520,03/20/16 03:30:00 PM,4.011,,
521,03/20/16 03:30:00 PM,4.089,,
522,03/20/16 03:30:00 PM,4.168,,
523,03/20/16 03:30:00 PM,4.272,,
524,03/20/16 03:30:00 PM,4.324,,
525,03/20/16 03:30:00 PM,4.506,,
526,03/20/16 03:30:00 PM,4.714,,
527,03/20/16 03:30:00 PM,4.844,,
528,03/20/16 03:30:00 PM,4.921,,
529,03/20/16 03:30:00 PM,5.154,,
530,03/20/16 03:30:00 PM,5.257,,
531,03/20/16 03:30:00 PM,5.308,,
532,03/20/16 03:30:00 PM,5.360,,
533,03/20/16 03:30:00 PM,5.360,,
534,03/20/16 03:30:00 PM,5.360,,
535,03/20/16 03:30:00 PM,5.385,,
536,03/20/16 03:30:00 PM,5.385,,
537,03/20/16 03:30:00 PM,5.411,,
538,03/20/16 03:30:00 PM,5.411,,
539,03/20/16 03:30:00 PM,5.437,,
540,03/20/16 03:30:00 PM,5.437,,
541,03/20/16 03:30:00 PM,5.462,,
542,03/20/16 03:30:00 PM,5.514,,
543,03/20/16 03:30:00 PM,5.591,,
544,03/20/16 03:30:00 PM,5.719,,
545,03/20/16 03:30:00 PM,5.924,,
546,03/20/16 03:30:00 PM,6.153,,
547,03/20/16 03:30:00 PM,6.306,,
548,03/20/16 03:30:00 PM,6.306,,
549,03/20/16 03:30:00 PM,6.281,,
550,03/20/16 03:30:00 PM,6.281,,
551,03/20/16 03:30:00 PM,6.408,,
552,03/20/16 03:30:00 PM,6.712,,
553,03/20/16 03:30:00 PM,6.965,,
554,03/20/16 03:30:00 PM,6.864,,
555,03/20/16 03:30:00 PM,6.535,,
556,03/20/16 03:30:00 PM,6.281,,
557,03/20/16 03:30:00 PM,6.051,,
558,03/20/16 03:30:00 PM,5.770,,
559,03/20/16 03:30:00 PM,5.462,,
560,03/20/16 03:30:00 PM,5.154,,
561,03/20/16 03:30:00 PM,4.869,,
562,03/20/16 03:30:00 PM,4.610,,
563,03/20/16 03:30:00 PM,4.376,,
564,03/20/16 03:30:00 PM,4.168,,
565,03/20/16 03:30:00 PM,3.958,,
566,03/20/16 03:30:00 PM,3.775,,
567,03/20/16 03:30:00 PM,3.591,,
568,03/20/16 03:30:00 PM,3.485,,
569,03/20/16 03:30:00 PM,3.433,,
570,03/20/16 03:30:00 PM,3.564,,
571,03/20/16 03:30:00 PM,3.801,,
572,03/20/16 03:30:00 PM,4.246,,
573,03/20/16 03:30:00 PM,4.818,,
574,03/20/16 03:30:00 PM,5.437,,
575,03/20/16 03:30:00 PM,6.077,,
576,03/20/16 03:30:00 PM,6.611,,
577,03/20/16 03:30:00 PM,6.864,,
578,03/20/16 03:30:00 PM,6.889,,
579,03/20/16 03:30:00 PM,6.712,,
580,03/20/16 03:30:00 PM,6.458,,
581,03/20/16 03:30:00 PM,6.179,,
582,03/20/16 03:30:00 PM,5.898,,
583,03/20/16 03:30:00 PM,5.616,,
584,03/20/16 03:30:00 PM,5.385,,
585,03/20/16 03:30:00 PM,5.205,,
586,03/20/16 03:30:00 PM,5.102,,
587,03/20/16 03:30:00 PM,4.999,,
588,03/20/16 03:30:00 PM,4.869,,
589,03/20/16 03:30:00 PM,4.688,,
590,03/20/16 03:30:00 PM,4.506,,
591,03/20/16 03:30:00 PM,4.272,,
592,03/20/16 03:30:00 PM,4.115,,
593,03/20/16 03:30:00 PM,4.063,,
594,03/20/16 03:30:00 PM,4.141,,
595,03/20/16 03:30:00 PM,4.428,,
596,03/20/16 03:30:00 PM,4.869,,
