"","Stream","Location","Season","Month","Year","DayOfYear","Date","Addition","MeanTemp","MaximumTemp","MinimumTemp","Difference","DOY","TemperatureDifferences","Rating"
"1","Burying Ground","Below Webber Road",3,"08","2013",228,2013-08-16,0,15.28715,15.461,14.84,0.621,228,0,0
"2","Sanderson","Lower",3,"08","2013",228,2013-08-16,0,14.59,14.888,14.05,0.837999999999999,228,0,0
"3","West Whately","Lower",3,"08","2013",228,2013-08-16,0,14.21505,14.697,13.425,1.272,228,0,0
"4","Burying Ground","Below Webber Road",3,"08","2013",229,2013-08-17,0,14.7806666666667,15.629,13.69,1.939,229,-0.506483333333334,0
"5","Sanderson","Lower",3,"08","2013",229,2013-08-17,0,13.9391458333333,14.912,12.799,2.113,229,-0.650854166666667,0
"6","West Whately","Lower",3,"08","2013",229,2013-08-17,0,13.7250416666667,15.031,12.461,2.57,229,-0.490008333333332,0
"7","Burying Ground","Below Webber Road",3,"08","2013",230,2013-08-18,0,15.1994791666667,15.748,14.529,1.219,230,0.4188125,0
"8","Sanderson","Lower",3,"08","2013",230,2013-08-18,0,14.206,14.768,13.522,1.246,230,0.266854166666667,0
"9","West Whately","Lower",3,"08","2013",230,2013-08-18,0,13.945875,14.673,13.185,1.488,230,0.220833333333333,0
"10","Burying Ground","Below Webber Road",3,"08","2013",231,2013-08-19,0,15.5833541666667,16.296,14.768,1.528,231,0.383875,0
"11","Sanderson","Lower",3,"08","2013",231,2013-08-19,0,14.6154166666667,15.342,13.858,1.484,231,0.409416666666667,0
"12","West Whately","Lower",3,"08","2013",231,2013-08-19,0,14.345125,15.342,13.425,1.917,231,0.399249999999999,0
"13","Burying Ground","Below Webber Road",3,"08","2013",232,2013-08-20,0,16.108,16.963,15.103,1.86,232,0.524645833333334,0
"14","Sanderson","Lower",3,"08","2013",232,2013-08-20,0,15.134375,16.106,14.17,1.936,232,0.518958333333334,0
"15","West Whately","Lower",3,"08","2013",232,2013-08-20,0,14.834,16.296,13.666,2.63,232,0.488875,0
"16","Burying Ground","Below Webber Road",3,"08","2013",233,2013-08-21,0,16.6104791666667,17.463,15.629,1.834,233,0.502479166666667,0
"17","Sanderson","Lower",3,"08","2013",233,2013-08-21,0,15.4587708333333,16.439,14.433,2.006,233,0.324395833333332,0
"18","West Whately","Lower",3,"08","2013",233,2013-08-21,0,15.1279166666667,16.606,13.93,2.676,233,0.293916666666668,0
"19","Burying Ground","Below Webber Road",3,"08","2013",234,2013-08-22,0,17.1755416666667,17.843,16.415,1.428,234,0.5650625,0
"20","Sanderson","Lower",3,"08","2013",234,2013-08-22,0,15.8032291666667,16.487,15.008,1.479,234,0.344458333333334,0
"21","West Whately","Lower",3,"08","2013",234,2013-08-22,0,15.4656458333333,16.63,14.409,2.221,234,0.337729166666666,0
"22","Burying Ground","Below Webber Road",3,"08","2013",235,2013-08-23,0,17.1181666666667,17.534,16.392,1.142,235,-0.0573750000000004,0
"23","Sanderson","Lower",3,"08","2013",235,2013-08-23,0,15.7621041666667,16.296,15.031,1.265,235,-0.0411249999999992,0
"24","West Whately","Lower",3,"08","2013",235,2013-08-23,0,15.2751458333333,16.082,14.314,1.768,235,-0.1905,0
"25","Burying Ground","Below Webber Road",3,"08","2013",236,2013-08-24,0,15.5998958333333,16.272,14.745,1.527,236,-1.51827083333333,0
"26","Sanderson","Lower",3,"08","2013",236,2013-08-24,0,14.5436458333333,15.342,13.738,1.604,236,-1.21845833333333,0
"27","West Whately","Lower",3,"08","2013",236,2013-08-24,0,13.9732291666667,15.199,12.871,2.328,236,-1.30191666666667,0
"28","Burying Ground","Below Webber Road",3,"08","2013",237,2013-08-25,0,15.1182291666667,16.034,13.882,2.152,237,-0.481666666666666,0
"29","Sanderson","Lower",3,"08","2013",237,2013-08-25,0,14.05,15.079,12.751,2.328,237,-0.493645833333332,0
"30","West Whately","Lower",3,"08","2013",237,2013-08-25,0,13.875875,15.461,12.316,3.145,237,-0.0973541666666655,0
"31","Burying Ground","Below Webber Road",3,"08","2013",238,2013-08-26,0,16.1528125,17.153,15.438,1.715,238,1.03458333333333,0
"32","Sanderson","Lower",3,"08","2013",238,2013-08-26,0,14.9606041666667,15.819,14.218,1.601,238,0.910604166666666,0
"33","West Whately","Lower",3,"08","2013",238,2013-08-26,0,14.8815,16.225,13.906,2.319,238,1.005625,0
"34","Burying Ground","Below Webber Road",3,"08","2013",239,2013-08-27,0,17.0823125,17.819,16.368,1.451,239,0.929500000000001,0
"35","Sanderson","Lower",3,"08","2013",239,2013-08-27,0,15.889625,16.677,15.151,1.526,239,0.929020833333334,0
"36","West Whately","Lower",3,"08","2013",239,2013-08-27,0,15.6908125,16.63,14.984,1.646,239,0.809312499999999,0
"37","Burying Ground","Below Webber Road",3,"08","2013",240,2013-08-28,0,17.736125,18.937,16.963,1.974,240,0.653812500000001,0
"38","Sanderson","Lower",3,"08","2013",240,2013-08-28,0,16.2278958333333,17.058,15.461,1.597,240,0.338270833333331,0
"39","West Whately","Lower",3,"08","2013",240,2013-08-28,0,15.8872708333333,17.034,14.864,2.17,240,0.196458333333334,0
"40","Burying Ground","Below Webber Road",3,"08","2013",241,2013-08-29,0,17.3977708333333,17.819,16.987,0.832000000000001,241,-0.338354166666669,0
"41","Sanderson","Lower",3,"08","2013",241,2013-08-29,0,15.9490833333333,16.392,15.557,0.834999999999999,241,-0.278812499999997,0
"42","West Whately","Lower",3,"08","2013",241,2013-08-29,0,15.56925,16.201,15.055,1.146,241,-0.318020833333334,0
"43","Burying Ground","Below Webber Road",3,"08","2013",242,2013-08-30,0,17.1601875,17.915,16.368,1.547,242,-0.237583333333333,0
"44","Sanderson","Lower",3,"08","2013",242,2013-08-30,0,15.7578541666667,16.558,14.984,1.574,242,-0.191229166666668,0
"45","West Whately","Lower",3,"08","2013",242,2013-08-30,0,15.4313958333333,16.534,14.481,2.053,242,-0.137854166666667,0
"46","Burying Ground","Below Webber Road",3,"08","2013",243,2013-08-31,0,17.7916666666667,19.27,17.296,1.974,243,0.631479166666669,0
"47","Sanderson","Lower",3,"08","2013",243,2013-08-31,0,16.284,17.677,15.676,2.001,243,0.526145833333333,0
"48","West Whately","Lower",3,"08","2013",243,2013-08-31,0,15.7242291666667,16.558,15.151,1.407,243,0.292833333333334,0
"49","Burying Ground","Below Webber Road",3,"09","2013",244,2013-09-01,0,17.9491041666667,18.295,17.605,0.690000000000001,244,0.1574375,0
"50","Sanderson","Lower",3,"09","2013",244,2013-09-01,0,16.9981458333333,17.629,16.701,0.928000000000001,244,0.714145833333333,0
"51","West Whately","Lower",3,"09","2013",244,2013-09-01,0,16.2068125,16.582,15.748,0.834000000000001,244,0.482583333333334,0
"52","Burying Ground","Below Webber Road",3,"09","2013",245,2013-09-02,0,17.8148958333333,17.986,17.605,0.381,245,-0.134208333333333,0
"53","Sanderson","Lower",3,"09","2013",245,2013-09-02,0,16.7829791666667,17.106,16.511,0.595000000000002,245,-0.215166666666665,0
"54","West Whately","Lower",3,"09","2013",245,2013-09-02,0,16.3621666666667,16.82,16.129,0.690999999999999,245,0.155354166666665,0
"55","Burying Ground","Below Webber Road",3,"09","2013",246,2013-09-03,0,17.2789166666667,17.796,16.344,1.452,246,-0.535979166666667,0
"56","Sanderson","Lower",3,"09","2013",246,2013-09-03,0,16.1844583333333,16.844,15.294,1.55,246,-0.598520833333335,0
"57","West Whately","Lower",3,"09","2013",246,2013-09-03,0,15.6373125,16.249,14.625,1.624,246,-0.724854166666667,0
"58","Burying Ground","Below Webber Road",3,"09","2013",247,2013-09-04,0,16.2944791666667,16.939,15.605,1.334,247,-0.984437500000002,0
"59","Sanderson","Lower",3,"09","2013",247,2013-09-04,0,15.2447291666667,16.034,14.529,1.505,247,-0.939729166666664,0
"60","West Whately","Lower",3,"09","2013",247,2013-09-04,0,14.8623125,16.082,13.882,2.2,247,-0.775,0
"61","Burying Ground","Below Webber Road",3,"09","2013",248,2013-09-05,0,15.4975,16.034,14.242,1.792,248,-0.796979166666665,0
"62","Sanderson","Lower",3,"09","2013",248,2013-09-05,0,14.3651666666667,14.936,13.185,1.751,248,-0.8795625,0
"63","West Whately","Lower",3,"09","2013",248,2013-09-05,0,14.0908125,14.888,12.775,2.113,248,-0.7715,0
"64","Burying Ground","Below Webber Road",3,"09","2013",249,2013-09-06,0,13.1734375,14.122,12.098,2.024,249,-2.3240625,1
"65","Sanderson","Lower",3,"09","2013",249,2013-09-06,0,12.3805833333333,13.088,11.37,1.718,249,-1.98458333333333,0
"66","West Whately","Lower",3,"09","2013",249,2013-09-06,0,12.2094166666667,13.377,10.858,2.519,249,-1.88139583333333,0
"67","Burying Ground","Below Webber Road",3,"09","2013",250,2013-09-07,0,13.062,14.29,11.734,2.556,250,-0.111437500000001,0
"68","Sanderson","Lower",3,"09","2013",250,2013-09-07,0,12.25925,13.449,10.907,2.542,250,-0.121333333333334,0
"69","West Whately","Lower",3,"09","2013",250,2013-09-07,0,12.3798541666667,14.074,10.663,3.411,250,0.170437499999998,0
"70","Burying Ground","Below Webber Road",3,"09","2013",251,2013-09-08,0,14.4410833333333,15.294,13.618,1.676,251,1.37908333333333,0
"71","Sanderson","Lower",3,"09","2013",251,2013-09-08,0,13.5231875,14.361,12.654,1.707,251,1.2639375,0
"72","West Whately","Lower",3,"09","2013",251,2013-09-08,0,13.5709375,14.577,12.268,2.309,251,1.19108333333333,0
"73","Burying Ground","Below Webber Road",3,"09","2013",252,2013-09-09,0,12.6224583333333,13.497,11.443,2.054,252,-1.818625,0
"74","Sanderson","Lower",3,"09","2013",252,2013-09-09,0,11.8703958333333,12.558,10.687,1.871,252,-1.65279166666667,0
"75","West Whately","Lower",3,"09","2013",252,2013-09-09,0,11.7955,12.992,10.222,2.77,252,-1.7754375,0
"76","Burying Ground","Below Webber Road",3,"09","2013",253,2013-09-10,0,13.9246041666667,15.008,12.944,2.064,253,1.30214583333333,0
"77","Sanderson","Lower",3,"09","2013",253,2013-09-10,0,13.0550833333333,14.17,12.098,2.072,253,1.1846875,0
"78","West Whately","Lower",3,"09","2013",253,2013-09-10,0,13.2955208333333,14.337,12.292,2.045,253,1.50002083333333,0
"79","Burying Ground","Below Webber Road",3,"09","2013",254,2013-09-11,0,16.3881666666667,18.01,15.031,2.979,254,2.4635625,0
"80","Sanderson","Lower",3,"09","2013",254,2013-09-11,0,15.2635,16.582,14.146,2.436,254,2.20841666666667,0
"81","West Whately","Lower",3,"09","2013",254,2013-09-11,0,15.4682291666667,17.058,14.146,2.912,254,2.17270833333333,0
"82","Burying Ground","Below Webber Road",3,"09","2013",255,2013-09-12,0,17.4090625,18.533,16.773,1.76,255,1.02089583333333,0
"83","Sanderson","Lower",3,"09","2013",255,2013-09-12,0,16.3801875,17.391,15.509,1.882,255,1.1166875,0
"84","West Whately","Lower",3,"09","2013",255,2013-09-12,0,16.6504583333333,18.818,15.318,3.5,255,1.18222916666667,0
"85","Burying Ground","Below Webber Road",3,"09","2013",256,2013-09-13,0,16.7714791666667,17.439,15.533,1.906,256,-0.637583333333335,0
"86","Sanderson","Lower",3,"09","2013",256,2013-09-13,0,16.277125,17.249,14.888,2.361,256,-0.103062500000004,0
"87","West Whately","Lower",3,"09","2013",256,2013-09-13,0,16.04,17.082,14.385,2.697,256,-0.610458333333334,0
"88","Burying Ground","Below Webber Road",3,"09","2013",257,2013-09-14,0,14.4046458333333,15.438,13.762,1.676,257,-2.36683333333333,1
"89","Sanderson","Lower",3,"09","2013",257,2013-09-14,0,13.7565,14.768,13.04,1.728,257,-2.520625,1
"90","West Whately","Lower",3,"09","2013",257,2013-09-14,0,13.4119583333333,14.29,12.775,1.515,257,-2.62804166666667,1
"91","Burying Ground","Below Webber Road",3,"09","2013",258,2013-09-15,0,13.0288541666667,13.69,11.929,1.761,258,-1.37579166666667,0
"92","Sanderson","Lower",3,"09","2013",258,2013-09-15,0,12.3699583333333,13.04,11.297,1.743,258,-1.38654166666667,0
"93","West Whately","Lower",3,"09","2013",258,2013-09-15,0,12.3603541666667,13.449,10.883,2.566,258,-1.05160416666667,0
"94","Burying Ground","Below Webber Road",3,"09","2013",259,2013-09-16,0,13.245625,13.882,12.268,1.614,259,0.216770833333333,0
"95","Sanderson","Lower",3,"09","2013",259,2013-09-16,0,12.5985625,13.329,11.662,1.667,259,0.228604166666667,0
"96","West Whately","Lower",3,"09","2013",259,2013-09-16,0,12.7027916666667,13.666,11.419,2.247,259,0.342437499999999,0
"97","Burying Ground","Below Webber Road",3,"09","2013",260,2013-09-17,0,11.1390416666667,12.122,10.32,1.802,260,-2.10658333333333,1
"98","Sanderson","Lower",3,"09","2013",260,2013-09-17,0,10.7038125,11.54,9.879,1.661,260,-1.89475,0
"99","West Whately","Lower",3,"09","2013",260,2013-09-17,0,10.6783541666667,11.734,9.485,2.249,260,-2.0244375,1
"100","Burying Ground","Below Webber Road",3,"09","2013",261,2013-09-18,0,10.8851041666667,12.025,9.583,2.442,261,-0.253937500000001,0
"101","Sanderson","Lower",3,"09","2013",261,2013-09-18,0,10.4346458333333,11.637,9.114,2.523,261,-0.269166666666667,0
"102","West Whately","Lower",3,"09","2013",261,2013-09-18,0,10.9563541666667,12.558,9.238,3.32,261,0.278,0
"103","Burying Ground","Below Webber Road",3,"09","2013",262,2013-09-19,0,11.7937083333333,12.799,10.59,2.209,262,0.908604166666667,0
"104","Sanderson","Lower",3,"09","2013",262,2013-09-19,0,11.256875,12.268,10.051,2.217,262,0.822229166666668,0
"105","West Whately","Lower",3,"09","2013",262,2013-09-19,0,11.9142291666667,13.281,10.369,2.912,262,0.957875,0
"106","Burying Ground","Below Webber Road",3,"09","2013",263,2013-09-20,0,12.676625,13.546,11.613,1.933,263,0.882916666666667,0
"107","Sanderson","Lower",3,"09","2013",263,2013-09-20,0,11.99375,12.944,10.907,2.037,263,0.736875,0
"108","West Whately","Lower",3,"09","2013",263,2013-09-20,0,12.7163125,14.05,11.297,2.753,263,0.802083333333334,0
"109","Burying Ground","Below Webber Road",4,"09","2013",264,2013-09-21,0,13.4876041666667,14.314,12.654,1.66,264,0.810979166666668,0
"110","Sanderson","Lower",4,"09","2013",264,2013-09-21,0,12.9225416666667,13.81,12.05,1.76,264,0.928791666666667,0
"111","West Whately","Lower",4,"09","2013",264,2013-09-21,0,13.3962083333333,14.409,12.34,2.069,264,0.679895833333333,0
"112","Burying Ground","Below Webber Road",4,"09","2013",265,2013-09-22,0,14.1515208333333,15.414,12.703,2.711,265,0.663916666666665,0
"113","Sanderson","Lower",4,"09","2013",265,2013-09-22,0,13.785625,14.529,12.364,2.165,265,0.863083333333332,0
"114","West Whately","Lower",4,"09","2013",265,2013-09-22,0,13.8207916666667,14.96,12.05,2.91,265,0.424583333333333,0
"115","Burying Ground","Below Webber Road",4,"09","2013",266,2013-09-23,0,11.5340625,12.606,10.907,1.699,266,-2.61745833333333,1
"116","Sanderson","Lower",4,"09","2013",266,2013-09-23,0,11.1125416666667,12.219,10.418,1.801,266,-2.67308333333333,1
"117","West Whately","Lower",4,"09","2013",266,2013-09-23,0,11.079375,11.929,10.149,1.78,266,-2.74141666666667,1
"118","Burying Ground","Below Webber Road",4,"09","2013",267,2013-09-24,0,10.5913541666667,11.346,9.534,1.812,267,-0.942708333333334,0
"119","Sanderson","Lower",4,"09","2013",267,2013-09-24,0,10.1327291666667,10.98,8.99,1.99,267,-0.9798125,0
"120","West Whately","Lower",4,"09","2013",267,2013-09-24,0,10.3554583333333,11.637,8.891,2.746,267,-0.723916666666668,0
"121","Burying Ground","Below Webber Road",4,"09","2013",268,2013-09-25,0,10.9854166666667,11.953,9.854,2.099,268,0.3940625,0
"122","Sanderson","Lower",4,"09","2013",268,2013-09-25,0,10.6744583333333,11.662,9.608,2.054,268,0.541729166666666,0
"123","West Whately","Lower",4,"09","2013",268,2013-09-25,0,11.1885,12.534,9.78,2.754,268,0.833041666666666,0
"124","Burying Ground","Below Webber Road",4,"09","2013",269,2013-09-26,0,11.834875,12.268,11.492,0.776,269,0.849458333333333,0
"125","Sanderson","Lower",4,"09","2013",269,2013-09-26,0,11.5085625,12.05,11.151,0.899000000000001,269,0.834104166666666,0
"126","West Whately","Lower",4,"09","2013",269,2013-09-26,0,11.8129166666667,12.509,11.248,1.261,269,0.624416666666667,0
"127","Burying Ground","Below Webber Road",4,"09","2013",270,2013-09-27,0,11.5869166666667,12.171,11.078,1.093,270,-0.247958333333333,0
"128","Sanderson","Lower",4,"09","2013",270,2013-09-27,0,11.2657291666667,11.832,10.81,1.022,270,-0.242833333333333,0
"129","West Whately","Lower",4,"09","2013",270,2013-09-27,0,11.4573958333333,12.219,10.834,1.385,270,-0.355520833333333,0
"130","Burying Ground","Below Webber Road",4,"09","2013",271,2013-09-28,0,11.7030833333333,12.582,10.736,1.846,271,0.116166666666667,0
"131","Sanderson","Lower",4,"09","2013",271,2013-09-28,0,11.3350208333333,12.268,10.467,1.801,271,0.0692916666666665,0
"132","West Whately","Lower",4,"09","2013",271,2013-09-28,0,11.822375,13.209,10.663,2.546,271,0.364979166666666,0
"133","Burying Ground","Below Webber Road",4,"09","2013",272,2013-09-29,0,11.9708541666667,12.582,11.175,1.407,272,0.267770833333334,0
"134","Sanderson","Lower",4,"09","2013",272,2013-09-29,0,11.3899791666667,12.171,10.541,1.63,272,0.0549583333333334,0
"135","West Whately","Lower",4,"09","2013",272,2013-09-29,0,11.9235,13.04,10.834,2.206,272,0.101125000000001,0
"136","Burying Ground","Below Webber Road",4,"09","2013",273,2013-09-30,0,11.4083333333333,12.195,10.394,1.801,273,-0.562520833333334,0
"137","Sanderson","Lower",4,"09","2013",273,2013-09-30,0,10.8445625,11.734,9.78,1.954,273,-0.545416666666666,0
"138","West Whately","Lower",4,"09","2013",273,2013-09-30,0,11.45525,12.823,10.075,2.748,273,-0.468250000000001,0
"139","Burying Ground","Below Webber Road",4,"10","2013",274,2013-10-01,0,11.8110833333333,12.799,10.712,2.087,274,0.402750000000001,0
"140","Sanderson","Lower",4,"10","2013",274,2013-10-01,0,11.1911666666667,12.195,10.124,2.071,274,0.346604166666667,0
"141","West Whately","Lower",4,"10","2013",274,2013-10-01,0,11.8963541666667,13.209,10.541,2.668,274,0.441104166666667,0
"142","Burying Ground","Below Webber Road",4,"10","2013",275,2013-10-02,0,13.017875,14.05,11.904,2.146,275,1.20679166666667,0
"143","Sanderson","Lower",4,"10","2013",275,2013-10-02,0,12.269125,13.329,11.175,2.154,275,1.07795833333333,0
"144","West Whately","Lower",4,"10","2013",275,2013-10-02,0,13.013,14.529,11.54,2.989,275,1.11664583333333,0
"145","Burying Ground","Below Webber Road",4,"10","2013",276,2013-10-03,0,13.4043958333333,14.05,12.606,1.444,276,0.386520833333334,0
"146","Sanderson","Lower",4,"10","2013",276,2013-10-03,0,12.5924375,13.353,11.832,1.521,276,0.3233125,0
"147","West Whately","Lower",4,"10","2013",276,2013-10-03,0,13.1406041666667,14.17,11.977,2.193,276,0.127604166666666,0
"148","Burying Ground","Below Webber Road",4,"10","2013",277,2013-10-04,0,12.9065,13.233,12.485,0.748000000000001,277,-0.497895833333335,0
"149","Sanderson","Lower",4,"10","2013",277,2013-10-04,0,12.1679166666667,12.509,11.71,0.798999999999999,277,-0.424520833333334,0
"150","West Whately","Lower",4,"10","2013",277,2013-10-04,0,12.553875,13.016,12.074,0.942,277,-0.586729166666666,0
"151","Burying Ground","Below Webber Road",4,"10","2013",278,2013-10-05,0,13.4646041666667,13.93,13.04,0.890000000000001,278,0.558104166666666,0
"152","Sanderson","Lower",4,"10","2013",278,2013-10-05,0,12.8198958333333,13.305,12.389,0.916,278,0.651979166666667,0
"153","West Whately","Lower",4,"10","2013",278,2013-10-05,0,13.092,13.714,12.582,1.132,278,0.538125000000001,0
"154","Burying Ground","Below Webber Road",4,"10","2013",279,2013-10-06,0,13.346,13.834,12.727,1.107,279,-0.118604166666666,0
"155","Sanderson","Lower",4,"10","2013",279,2013-10-06,0,12.7999583333333,13.04,12.268,0.771999999999998,279,-0.0199375000000011,0
"156","West Whately","Lower",4,"10","2013",279,2013-10-06,0,12.8746666666667,13.233,12.195,1.038,279,-0.217333333333334,0
"157","Burying Ground","Below Webber Road",4,"10","2013",280,2013-10-07,0,13.3573333333333,15.247,12.63,2.617,280,0.011333333333333,0
"158","Sanderson","Lower",4,"10","2013",280,2013-10-07,0,12.8541041666667,14.074,12.147,1.927,280,0.0541458333333349,0
"159","West Whately","Lower",4,"10","2013",280,2013-10-07,0,12.9334583333333,14.625,12.122,2.503,280,0.0587916666666679,0
"160","Burying Ground","Below Webber Road",4,"10","2013",281,2013-10-08,0,12.2945208333333,13.546,11.127,2.419,281,-1.0628125,0
"161","Sanderson","Lower",4,"10","2013",281,2013-10-08,0,11.8348958333333,13.401,10.687,2.714,281,-1.01920833333333,0
"162","West Whately","Lower",4,"10","2013",281,2013-10-08,0,11.8895625,13.064,10.785,2.279,281,-1.04389583333333,0
"163","Burying Ground","Below Webber Road",4,"10","2013",282,2013-10-09,0,10.6154375,11.346,9.608,1.738,282,-1.67908333333333,0
"164","Sanderson","Lower",4,"10","2013",282,2013-10-09,0,10.1643958333333,10.956,9.213,1.743,282,-1.6705,0
"165","West Whately","Lower",4,"10","2013",282,2013-10-09,0,10.5611666666667,11.637,9.46,2.177,282,-1.32839583333333,0
"166","Burying Ground","Below Webber Road",4,"10","2013",283,2013-10-10,0,10.1453541666667,10.663,9.336,1.327,283,-0.470083333333333,0
"167","Sanderson","Lower",4,"10","2013",283,2013-10-10,0,9.6766875,10.173,8.841,1.332,283,-0.487708333333334,0
"168","West Whately","Lower",4,"10","2013",283,2013-10-10,0,10.1623541666667,10.883,9.262,1.621,283,-0.3988125,0
"169","Burying Ground","Below Webber Road",4,"10","2013",284,2013-10-11,0,10.845875,11.734,9.879,1.855,284,0.700520833333332,0
"170","Sanderson","Lower",4,"10","2013",284,2013-10-11,0,10.4981041666667,11.443,9.534,1.909,284,0.821416666666666,0
"171","West Whately","Lower",4,"10","2013",284,2013-10-11,0,11.0154166666667,12.243,9.879,2.364,284,0.8530625,0
"172","Burying Ground","Below Webber Road",4,"10","2013",285,2013-10-12,0,11.0533541666667,11.54,10.32,1.22,285,0.207479166666667,0
"173","Sanderson","Lower",4,"10","2013",285,2013-10-12,0,10.7490208333333,11.151,10.124,1.027,285,0.250916666666667,0
"174","West Whately","Lower",4,"10","2013",285,2013-10-12,0,11.2647916666667,11.807,10.516,1.291,285,0.249375000000001,0
"175","Burying Ground","Below Webber Road",4,"10","2013",286,2013-10-13,0,11.3986458333333,11.783,10.834,0.949,286,0.345291666666666,0
"176","Sanderson","Lower",4,"10","2013",286,2013-10-13,0,11.0551875,11.516,10.467,1.049,286,0.306166666666668,0
"177","West Whately","Lower",4,"10","2013",286,2013-10-13,0,11.4429375,12.098,10.663,1.435,286,0.178145833333332,0
"178","Burying Ground","Below Webber Road",4,"10","2013",287,2013-10-14,0,11.1315,11.565,10.173,1.392,287,-0.267145833333334,0
"179","Sanderson","Lower",4,"10","2013",287,2013-10-14,0,10.8232708333333,11.419,9.854,1.565,287,-0.231916666666667,0
"180","West Whately","Lower",4,"10","2013",287,2013-10-14,0,11.2735625,12.171,9.952,2.219,287,-0.169374999999999,0
"181","Burying Ground","Below Webber Road",4,"10","2013",288,2013-10-15,0,12.0882708333333,12.823,11.443,1.38,288,0.956770833333335,0
"182","Sanderson","Lower",4,"10","2013",288,2013-10-15,0,11.8286041666667,12.558,11.175,1.383,288,1.00533333333333,0
"183","West Whately","Lower",4,"10","2013",288,2013-10-15,0,12.2010416666667,13.137,11.492,1.645,288,0.927479166666666,0
"184","Burying Ground","Below Webber Road",4,"10","2013",289,2013-10-16,0,11.7696875,12.364,11.297,1.067,289,-0.318583333333335,0
"185","Sanderson","Lower",4,"10","2013",289,2013-10-16,0,11.3474583333333,11.977,10.858,1.119,289,-0.481145833333333,0
"186","West Whately","Lower",4,"10","2013",289,2013-10-16,0,11.6324583333333,12.268,11.029,1.239,289,-0.568583333333333,0
"187","Burying Ground","Below Webber Road",4,"10","2013",290,2013-10-17,0,12.0716666666667,12.92,11.297,1.623,290,0.301979166666667,0
"188","Sanderson","Lower",4,"10","2013",290,2013-10-17,0,11.667,12.654,10.956,1.698,290,0.319541666666666,0
"189","West Whately","Lower",4,"10","2013",290,2013-10-17,0,12.1042916666667,13.305,11.175,2.13,290,0.471833333333333,0
"190","Burying Ground","Below Webber Road",4,"10","2013",291,2013-10-18,0,12.4847083333333,12.896,11.2,1.696,291,0.413041666666667,0
"191","Sanderson","Lower",4,"10","2013",291,2013-10-18,0,12.02375,12.461,10.516,1.945,291,0.35675,0
"192","West Whately","Lower",4,"10","2013",291,2013-10-18,0,12.1815,12.799,10.59,2.209,291,0.0772083333333331,0
"193","Burying Ground","Below Webber Road",4,"10","2013",292,2013-10-19,0,10.6402708333333,11.346,9.632,1.714,292,-1.8444375,0
"194","Sanderson","Lower",4,"10","2013",292,2013-10-19,0,9.99816666666667,10.834,8.99,1.844,292,-2.02558333333333,1
"195","West Whately","Lower",4,"10","2013",292,2013-10-19,0,10.4820416666667,11.71,9.213,2.497,292,-1.69945833333333,0
"196","Burying Ground","Below Webber Road",4,"10","2013",293,2013-10-20,0,10.458,11.078,9.534,1.544,293,-0.182270833333334,0
"197","Sanderson","Lower",4,"10","2013",293,2013-10-20,0,9.89097916666667,10.516,8.891,1.625,293,-0.1071875,0
"198","West Whately","Lower",4,"10","2013",293,2013-10-20,0,10.2999166666667,11.102,9.238,1.864,293,-0.182125000000001,0
"199","Burying Ground","Below Webber Road",4,"10","2013",294,2013-10-21,0,9.5678125,10.32,8.568,1.752,294,-0.8901875,0
"200","Sanderson","Lower",4,"10","2013",294,2013-10-21,0,9.0955,10.173,8.145,2.028,294,-0.795479166666667,0
"201","West Whately","Lower",4,"10","2013",294,2013-10-21,0,9.69654166666667,11.029,8.469,2.56,294,-0.603375,0
"202","Burying Ground","Below Webber Road",4,"10","2013",295,2013-10-22,0,9.88989583333333,10.761,9.238,1.523,295,0.322083333333333,0
"203","Sanderson","Lower",4,"10","2013",295,2013-10-22,0,9.29608333333333,10.198,8.519,1.679,295,0.200583333333334,0
"204","West Whately","Lower",4,"10","2013",295,2013-10-22,0,9.98064583333333,11.053,9.287,1.766,295,0.284104166666667,0
"205","Burying Ground","Below Webber Road",4,"10","2013",296,2013-10-23,0,8.65354166666667,9.534,7.92,1.614,296,-1.23635416666667,0
"206","Sanderson","Lower",4,"10","2013",296,2013-10-23,0,8.16754166666667,8.941,7.343,1.598,296,-1.12854166666667,0
"207","West Whately","Lower",4,"10","2013",296,2013-10-23,0,8.71275,9.485,7.77,1.715,296,-1.26789583333333,0
"208","Burying Ground","Below Webber Road",4,"10","2013",297,2013-10-24,0,7.77760416666667,8.469,7.268,1.201,297,-0.875937500000001,0
"209","Sanderson","Lower",4,"10","2013",297,2013-10-24,0,7.358125,8.07,6.763,1.307,297,-0.809416666666666,0
"210","West Whately","Lower",4,"10","2013",297,2013-10-24,0,7.82222916666667,8.643,7.142,1.501,297,-0.890520833333333,0
"211","Burying Ground","Below Webber Road",4,"10","2013",298,2013-10-25,0,6.7025,7.217,5.975,1.242,298,-1.07510416666667,0
"212","Sanderson","Lower",4,"10","2013",298,2013-10-25,0,6.428125,6.94,5.693,1.247,298,-0.930000000000001,0
"213","West Whately","Lower",4,"10","2013",298,2013-10-25,0,6.99335416666667,7.77,6.331,1.439,298,-0.828875,0
"214","Burying Ground","Below Webber Road",4,"10","2013",299,2013-10-26,0,6.19529166666667,6.99,5.308,1.682,299,-0.507208333333333,0
"215","Sanderson","Lower",4,"10","2013",299,2013-10-26,0,6.13958333333333,7.041,5.179,1.862,299,-0.288541666666666,0
