"","Stream","Location","Season","Month","Year","DayOfYear","Date","Addition","MeanTemp","MaximumTemp","MinimumTemp","Difference","DOY"
"1013","Burying Ground","Below Webber Road",4,"12","2015",343,2015-12-09,730,5.13885416666667,5.668,4.636,1.032,1073
"1014","Burying Ground","Below Webber Road",4,"12","2015",344,2015-12-10,730,6.48329166666667,7.293,5.668,1.625,1074
"1015","Burying Ground","Below Webber Road",4,"12","2015",345,2015-12-11,730,6.68535416666667,7.142,6.408,0.734,1075
"1016","Burying Ground","Below Webber Road",4,"12","2015",346,2015-12-12,730,6.79158333333333,7.544,6.077,1.467,1076
"1017","Burying Ground","Below Webber Road",4,"12","2015",347,2015-12-13,730,7.726125,7.895,7.569,0.326,1077
"1018","Burying Ground","Below Webber Road",4,"12","2015",348,2015-12-14,730,7.7273125,8.145,7.544,0.601,1078
"1019","Burying Ground","Below Webber Road",4,"12","2015",349,2015-12-15,730,8.1356875,8.568,7.293,1.275,1079
"1020","Burying Ground","Below Webber Road",4,"12","2015",350,2015-12-16,730,6.3694375,7.192,5.872,1.32,1080
"1021","Burying Ground","Below Webber Road",4,"12","2015",351,2015-12-17,730,6.34045833333333,6.889,6.051,0.838,1081
"1022","Burying Ground","Below Webber Road",4,"12","2015",352,2015-12-18,730,6.71158333333333,7.041,5.565,1.476,1082
"1023","Burying Ground","Below Webber Road",4,"12","2015",353,2015-12-19,730,4.14529166666667,5.514,3.009,2.505,1083
"1024","Burying Ground","Below Webber Road",4,"12","2015",354,2015-12-20,730,3.23670833333333,3.722,2.903,0.819,1084
"1025","Burying Ground","Below Webber Road",4,"12","2015",355,2015-12-21,730,3.79147916666667,4.973,2.956,2.017,1085
"1026","Burying Ground","Below Webber Road",4,"12","2015",356,2015-12-22,730,5.7554375,6.636,4.947,1.689,1086
"1027","Burying Ground","Below Webber Road",4,"12","2015",357,2015-12-23,730,6.88560416666667,7.469,6.382,1.087,1087
"1028","Burying Ground","Below Webber Road",4,"12","2015",358,2015-12-24,730,8.01764583333333,8.792,7.343,1.449,1088
"1029","Burying Ground","Below Webber Road",4,"12","2015",359,2015-12-25,730,7.93889583333333,8.344,7.393,0.951,1089
"1030","Burying Ground","Below Webber Road",4,"12","2015",360,2015-12-26,730,7.45610416666667,8.245,6.94,1.305,1090
"1031","Burying Ground","Below Webber Road",4,"12","2015",361,2015-12-27,730,7.21633333333333,7.645,6.889,0.755999999999999,1091
"1032","Burying Ground","Below Webber Road",4,"12","2015",362,2015-12-28,730,5.03441666666667,7.142,3.722,3.42,1092
"1033","Burying Ground","Below Webber Road",4,"12","2015",363,2015-12-29,730,1.48054166666667,3.722,-0.088,3.81,1093
"1034","Burying Ground","Below Webber Road",4,"12","2015",364,2015-12-30,730,3.5513125,3.958,2.983,0.975,1094
"1035","Burying Ground","Below Webber Road",4,"12","2015",365,2015-12-31,730,4.0471875,4.272,3.906,0.366,1095
"1036","Four Mile","Lower",1,"01","2015",1,2015-01-01,730,0.0257395833333333,0.079,-0.032,0.111,731
"1037","Four Mile","Lower",1,"01","2015",2,2015-01-02,730,0.56996875,1.071,0.079,0.992,732
"1038","Four Mile","Lower",1,"01","2015",3,2015-01-03,730,0.293958333333333,0.852,-0.004,0.856,733
"1039","Four Mile","Lower",1,"01","2015",4,2015-01-04,730,0.198614583333333,0.742,-0.004,0.746,734
"1040","Four Mile","Lower",1,"01","2015",5,2015-01-05,730,0.652885416666667,1.235,-0.032,1.267,735
"1041","Four Mile","Lower",1,"01","2015",6,2015-01-06,730,0.00241666666666667,0.024,-0.032,0.056,736
"1042","Four Mile","Lower",1,"01","2015",7,2015-01-07,730,-0.00429166666666667,-0.004,-0.032,0.028,737
"1043","Four Mile","Lower",1,"01","2015",8,2015-01-08,730,-0.00808333333333333,-0.004,-0.032,0.028,738
"1044","Four Mile","Lower",1,"01","2015",9,2015-01-09,730,-0.00808333333333333,-0.004,-0.032,0.028,739
"1045","Four Mile","Lower",1,"01","2015",10,2015-01-10,730,-0.00429166666666667,-0.004,-0.032,0.028,740
"1046","Four Mile","Lower",1,"01","2015",11,2015-01-11,730,-0.00283333333333333,0.024,-0.004,0.028,741
"1047","Four Mile","Lower",1,"01","2015",12,2015-01-12,730,0.0225416666666667,0.024,-0.004,0.028,742
"1048","Four Mile","Lower",1,"01","2015",13,2015-01-13,730,0.00904166666666667,0.051,-0.032,0.083,743
"1049","Four Mile","Lower",1,"01","2015",14,2015-01-14,730,-0.004,-0.004,-0.004,0,744
"1050","Four Mile","Lower",1,"01","2015",15,2015-01-15,730,-0.004,-0.004,-0.004,0,745
"1051","Four Mile","Lower",1,"01","2015",16,2015-01-16,730,0.0264895833333333,0.079,-0.004,0.083,746
"1052","Four Mile","Lower",1,"01","2015",17,2015-01-17,730,-0.00195833333333333,0.024,-0.004,0.028,747
"1053","Four Mile","Lower",1,"01","2015",18,2015-01-18,730,0.01965625,0.135,-0.032,0.167,748
"1054","Four Mile","Lower",1,"01","2015",19,2015-01-19,730,-0.0203333333333333,-0.004,-0.032,0.028,749
"1055","Four Mile","Lower",1,"01","2015",20,2015-01-20,730,0.0147291666666667,0.079,-0.032,0.111,750
"1056","Four Mile","Lower",1,"01","2015",21,2015-01-21,730,-0.02675,-0.004,-0.032,0.028,751
"1057","Four Mile","Lower",1,"01","2015",22,2015-01-22,730,0.092125,0.301,-0.032,0.333,752
"1058","Four Mile","Lower",1,"01","2015",23,2015-01-23,730,0.0300104166666667,0.218,-0.032,0.25,753
"1059","Four Mile","Lower",1,"01","2015",24,2015-01-24,730,0.3265,0.55,0.079,0.471,754
"1060","Four Mile","Lower",1,"01","2015",25,2015-01-25,730,0.547489583333333,0.742,-0.032,0.774,755
"1061","Four Mile","Lower",1,"01","2015",26,2015-01-26,730,-0.0139166666666667,-0.004,-0.032,0.028,756
"1062","Four Mile","Lower",1,"01","2015",27,2015-01-27,730,-0.0296666666666667,-0.004,-0.032,0.028,757
"1063","Four Mile","Lower",1,"01","2015",28,2015-01-28,730,-0.0235416666666667,-0.004,-0.032,0.028,758
"1064","Four Mile","Lower",1,"01","2015",29,2015-01-29,730,-0.0147916666666667,-0.004,-0.032,0.028,759
"1065","Four Mile","Lower",1,"01","2015",30,2015-01-30,730,0.0623020833333333,0.19,-0.004,0.194,760
"1066","Four Mile","Lower",1,"01","2015",31,2015-01-31,730,-0.00377083333333333,0.107,-0.032,0.139,761
"1067","Four Mile","Lower",1,"01","2016",1,2016-01-01,1095,3.57630208333333,3.722,3.142,0.58,1096
"1068","Four Mile","Lower",1,"01","2016",2,2016-01-02,1095,2.95448958333333,3.116,2.744,0.372,1097
"1069","Four Mile","Lower",1,"01","2016",3,2016-01-03,1095,3.04651041666667,3.327,2.717,0.61,1098
"1070","Four Mile","Lower",1,"01","2016",4,2016-01-04,1095,1.7885,3.036,0.384,2.652,1099
"1071","Four Mile","Lower",1,"01","2016",5,2016-01-05,1095,0.25415625,0.384,0.19,0.194,1100
"1072","Four Mile","Lower",1,"01","2016",6,2016-01-06,1095,0.1793125,0.19,0.163,0.027,1101
"1073","Four Mile","Lower",1,"01","2016",7,2016-01-07,1095,0.1828125,0.218,0.163,0.055,1102
"1074","Four Mile","Lower",1,"01","2016",8,2016-01-08,1095,0.287145833333333,0.742,0.163,0.579,1103
"1075","Four Mile","Lower",1,"01","2016",9,2016-01-09,1095,1.42644791666667,1.886,0.77,1.116,1104
"1076","Four Mile","Lower",1,"01","2016",10,2016-01-10,1095,1.94295833333333,2.37,1.017,1.353,1105
"1077","Four Mile","Lower",1,"01","2016",11,2016-01-11,1095,1.7164375,2.423,0.989,1.434,1106
"1078","Four Mile","Lower",1,"01","2016",12,2016-01-12,1095,0.854708333333333,1.344,0.412,0.932,1107
"1079","Four Mile","Lower",1,"01","2016",13,2016-01-13,1095,0.51278125,1.18,0.246,0.934,1108
"1080","Four Mile","Lower",1,"01","2016",14,2016-01-14,1095,0.251010416666667,0.301,0.218,0.083,1109
"1081","Four Mile","Lower",1,"01","2016",15,2016-01-15,1095,0.814447916666667,1.615,0.246,1.369,1110
"1082","Four Mile","Lower",1,"01","2016",16,2016-01-16,1095,1.75395833333333,1.913,1.534,0.379,1111
"1083","Four Mile","Lower",1,"01","2016",17,2016-01-17,1095,1.83228125,1.94,1.643,0.297,1112
"1084","Four Mile","Lower",1,"01","2016",18,2016-01-18,1095,0.764010416666667,1.615,0.246,1.369,1113
"1085","Four Mile","Lower",1,"01","2016",19,2016-01-19,1095,0.202541666666667,0.246,0.19,0.056,1114
"1086","Four Mile","Lower",1,"01","2016",20,2016-01-20,1095,0.17175,0.19,0.135,0.055,1115
"1087","Four Mile","Lower",1,"01","2016",21,2016-01-21,1095,0.139375,0.163,0.107,0.056,1116
"1088","Four Mile","Lower",1,"01","2016",22,2016-01-22,1095,0.117208333333333,0.135,0.079,0.056,1117
"1089","Four Mile","Lower",1,"01","2016",23,2016-01-23,1095,0.085125,0.107,0.079,0.028,1118
"1090","Four Mile","Lower",1,"01","2016",24,2016-01-24,1095,0.0827916666666667,0.107,0.079,0.028,1119
"1091","Four Mile","Lower",1,"01","2016",25,2016-01-25,1095,0.104083333333333,0.135,0.079,0.056,1120
"1092","Four Mile","Lower",1,"01","2016",26,2016-01-26,1095,0.29715625,0.605,0.107,0.498,1121
"1093","Four Mile","Lower",1,"01","2016",27,2016-01-27,1095,0.878822916666667,1.153,0.605,0.548,1122
"1094","Four Mile","Lower",1,"01","2016",28,2016-01-28,1095,0.567229166666667,0.88,0.19,0.69,1123
"1095","Four Mile","Lower",1,"01","2016",29,2016-01-29,1095,1.11834375,1.398,0.852,0.546,1124
"1096","Four Mile","Lower",1,"01","2016",30,2016-01-30,1095,1.00801041666667,1.235,0.687,0.548,1125
"1097","Four Mile","Lower",1,"01","2016",31,2016-01-31,1095,1.50566666666667,1.886,1.208,0.678,1126
"1098","Four Mile","Lower",1,"01","2017",1,2017-01-01,1460,1.41363541666667,1.643,1.153,0.49,1461
"1099","Four Mile","Lower",1,"01","2017",2,2017-01-02,1460,0.845354166666667,1.235,0.439,0.796,1462
"1100","Four Mile","Lower",1,"01","2017",3,2017-01-03,1460,1.39279166666667,1.697,0.797,0.9,1463
"1101","Four Mile","Lower",1,"01","2017",4,2017-01-04,1460,2.12280208333333,2.69,0.852,1.838,1464
"1102","Four Mile","Lower",1,"01","2017",5,2017-01-05,1460,1.14235416666667,2.236,0.66,1.576,1465
"1103","Four Mile","Lower",1,"01","2017",6,2017-01-06,1460,0.508708333333333,0.66,0.218,0.442,1466
"1104","Four Mile","Lower",1,"01","2017",7,2017-01-07,1460,0.137166666666667,0.19,0.107,0.083,1467
"1105","Four Mile","Lower",1,"01","2017",8,2017-01-08,1460,0.095625,0.107,0.079,0.028,1468
"1106","Four Mile","Lower",1,"01","2017",9,2017-01-09,1460,0.0792916666666667,0.107,0.079,0.028,1469
"1107","Four Mile","Lower",1,"01","2017",10,2017-01-10,1460,0.079,0.079,0.079,0,1470
"1108","Four Mile","Lower",1,"01","2017",11,2017-01-11,1460,0.079,0.079,0.079,0,1471
"1109","Four Mile","Lower",1,"01","2017",12,2017-01-12,1460,0.17996875,0.962,0.079,0.883,1472
"1110","Four Mile","Lower",1,"01","2017",13,2017-01-13,1460,1.8775,2.128,1.044,1.084,1473
"1111","Four Mile","Lower",1,"01","2017",14,2017-01-14,1460,0.4156875,1.235,0.218,1.017,1474
"1112","Four Mile","Lower",1,"01","2017",15,2017-01-15,1460,0.245104166666667,0.439,0.135,0.304,1475
"1113","Four Mile","Lower",1,"01","2017",16,2017-01-16,1460,0.116885416666667,0.19,0.079,0.111,1476
"1114","Four Mile","Lower",1,"01","2017",17,2017-01-17,1460,0.304166666666667,0.715,0.079,0.636,1477
"1115","Four Mile","Lower",1,"01","2017",18,2017-01-18,1460,1.04686458333333,1.398,0.522,0.876,1478
"1116","Four Mile","Lower",1,"01","2017",19,2017-01-19,1460,1.65833333333333,1.94,1.398,0.542,1479
"1117","Four Mile","Lower",1,"01","2017",20,2017-01-20,1460,1.906875,2.074,1.778,0.296,1480
"1118","Four Mile","Lower",1,"01","2017",21,2017-01-21,1460,2.32942708333333,2.797,2.021,0.776,1481
"1119","Four Mile","Lower",1,"01","2017",22,2017-01-22,1460,2.52591666666667,2.77,2.343,0.427,1482
"1120","Four Mile","Lower",1,"01","2017",23,2017-01-23,1460,2.2966875,2.717,1.017,1.7,1483
"1121","Four Mile","Lower",1,"01","2017",24,2017-01-24,1460,0.435697916666667,0.962,0.301,0.661,1484
"1122","Four Mile","Lower",1,"01","2017",25,2017-01-25,1460,1.15285416666667,1.615,0.55,1.065,1485
"1123","Four Mile","Lower",1,"01","2017",26,2017-01-26,1460,1.95966666666667,2.289,1.643,0.646,1486
"1124","Four Mile","Lower",1,"01","2017",27,2017-01-27,1460,2.1164262295082,2.262,2.047,0.215,1487
"1125","Four Mile","Lower",1,"02","2015",32,2015-02-01,730,-0.004,-0.004,-0.004,0,762
"1126","Four Mile","Lower",1,"02","2015",33,2015-02-02,730,-0.004,-0.004,-0.004,0,763
"1127","Four Mile","Lower",1,"02","2015",34,2015-02-03,730,-0.00370833333333333,0.024,-0.004,0.028,764
"1128","Four Mile","Lower",1,"02","2015",35,2015-02-04,730,0.055,0.163,-0.004,0.167,765
"1129","Four Mile","Lower",1,"02","2015",36,2015-02-05,730,0.199802083333333,0.301,0.051,0.25,766
"1130","Four Mile","Lower",1,"02","2015",37,2015-02-06,730,0.00533333333333333,0.024,-0.032,0.056,767
"1131","Four Mile","Lower",1,"02","2015",38,2015-02-07,730,0.18865625,0.384,0.024,0.36,768
"1132","Four Mile","Lower",1,"02","2015",39,2015-02-08,730,0.321177083333333,0.412,0.163,0.249,769
"1133","Four Mile","Lower",1,"02","2015",40,2015-02-09,730,0.0872395833333333,0.163,0.024,0.139,770
"1134","Four Mile","Lower",1,"02","2015",41,2015-02-10,730,0.337864583333333,0.522,0.107,0.415,771
"1135","Four Mile","Lower",1,"02","2015",42,2015-02-11,730,0.28684375,0.467,0.107,0.36,772
"1136","Four Mile","Lower",1,"02","2015",43,2015-02-12,730,0.351958333333333,0.522,0.19,0.332,773
"1137","Four Mile","Lower",1,"02","2015",44,2015-02-13,730,0.0566666666666667,0.412,-0.004,0.416,774
"1138","Four Mile","Lower",1,"02","2015",45,2015-02-14,730,-0.000791666666666667,0.024,-0.004,0.028,775
"1139","Four Mile","Lower",1,"02","2015",46,2015-02-15,730,0.005625,0.024,-0.004,0.028,776
"1140","Four Mile","Lower",1,"02","2015",47,2015-02-16,730,0.00941666666666667,0.024,-0.004,0.028,777
"1141","Four Mile","Lower",1,"02","2015",48,2015-02-17,730,0.03496875,0.051,0.024,0.027,778
"1142","Four Mile","Lower",1,"02","2015",49,2015-02-18,730,0.04421875,0.079,0.024,0.055,779
"1143","Four Mile","Lower",1,"02","2015",50,2015-02-19,730,0.0871666666666667,0.135,0.051,0.084,780
"1144","Four Mile","Lower",1,"02","2015",51,2015-02-20,730,0.024,0.024,0.024,0,781
"1145","Four Mile","Lower",1,"02","2015",52,2015-02-21,730,0.0155416666666667,0.024,-0.004,0.028,782
"1146","Four Mile","Lower",1,"02","2015",53,2015-02-22,730,0.0798958333333333,0.19,0.024,0.166,783
"1147","Four Mile","Lower",1,"02","2015",54,2015-02-23,730,0.12353125,0.246,-0.032,0.278,784
"1148","Four Mile","Lower",1,"02","2015",55,2015-02-24,730,0.00795833333333333,0.024,-0.032,0.056,785
"1149","Four Mile","Lower",1,"02","2015",56,2015-02-25,730,0.0572083333333333,0.107,0.024,0.083,786
"1150","Four Mile","Lower",1,"02","2015",57,2015-02-26,730,0.10525,0.135,0.079,0.056,787
"1151","Four Mile","Lower",1,"02","2015",58,2015-02-27,730,0.0693125,0.135,0.024,0.111,788
"1152","Four Mile","Lower",1,"02","2015",59,2015-02-28,730,0.0186041666666667,0.051,-0.004,0.055,789
"1153","Four Mile","Lower",1,"02","2016",32,2016-02-01,1095,1.76640625,2.209,1.507,0.702,1127
"1154","Four Mile","Lower",1,"02","2016",33,2016-02-02,1095,1.64563541666667,2.021,1.289,0.732,1128
"1155","Four Mile","Lower",1,"02","2016",34,2016-02-03,1095,1.49589583333333,2.262,0.687,1.575,1129
"1156","Four Mile","Lower",1,"02","2016",35,2016-02-04,1095,3.14565625,3.538,2.316,1.222,1130
"1157","Four Mile","Lower",1,"02","2016",36,2016-02-05,1095,1.50220833333333,2.744,0.577,2.167,1131
"1158","Four Mile","Lower",1,"02","2016",37,2016-02-06,1095,0.556333333333333,1.017,0.246,0.771,1132
"1159","Four Mile","Lower",1,"02","2016",38,2016-02-07,1095,0.847822916666667,1.398,0.246,1.152,1133
"1160","Four Mile","Lower",1,"02","2016",39,2016-02-08,1095,0.713229166666667,1.317,0.135,1.182,1134
"1161","Four Mile","Lower",1,"02","2016",40,2016-02-09,1095,0.164447916666667,0.246,0.107,0.139,1135
"1162","Four Mile","Lower",1,"02","2016",41,2016-02-10,1095,0.27309375,0.495,0.135,0.36,1136
"1163","Four Mile","Lower",1,"02","2016",42,2016-02-11,1095,0.182927083333333,0.412,0.135,0.277,1137
"1164","Four Mile","Lower",1,"02","2016",43,2016-02-12,1095,0.0967916666666667,0.135,0.079,0.056,1138
"1165","Four Mile","Lower",1,"02","2016",44,2016-02-13,1095,0.0810416666666667,0.107,0.079,0.028,1139
"1166","Four Mile","Lower",1,"02","2016",45,2016-02-14,1095,0.0839583333333333,0.107,0.079,0.028,1140
"1167","Four Mile","Lower",1,"02","2016",46,2016-02-15,1095,0.079,0.079,0.079,0,1141
"1168","Four Mile","Lower",1,"02","2016",47,2016-02-16,1095,0.0649583333333333,0.079,0.024,0.055,1142
"1169","Four Mile","Lower",1,"02","2016",48,2016-02-17,1095,0.045375,0.051,0.024,0.027,1143
"1170","Four Mile","Lower",1,"02","2016",49,2016-02-18,1095,0.0685,0.079,0.051,0.028,1144
"1171","Four Mile","Lower",1,"02","2016",50,2016-02-19,1095,0.0935833333333333,0.135,0.079,0.056,1145
"1172","Four Mile","Lower",1,"02","2016",51,2016-02-20,1095,0.209572916666667,0.301,0.135,0.166,1146
"1173","Four Mile","Lower",1,"02","2016",52,2016-02-21,1095,0.432739583333333,0.797,0.19,0.607,1147
"1174","Four Mile","Lower",1,"02","2016",53,2016-02-22,1095,1.05658333333333,1.425,0.825,0.6,1148
"1175","Four Mile","Lower",1,"02","2016",54,2016-02-23,1095,0.836572916666667,1.317,0.301,1.016,1149
"1176","Four Mile","Lower",1,"02","2016",55,2016-02-24,1095,0.92084375,1.317,0.218,1.099,1150
"1177","Four Mile","Lower",1,"02","2016",56,2016-02-25,1095,2.40586458333333,3.327,0.577,2.75,1151
"1178","Four Mile","Lower",1,"02","2016",57,2016-02-26,1095,1.83536458333333,2.823,0.962,1.861,1152
"1179","Four Mile","Lower",1,"02","2016",58,2016-02-27,1095,0.792541666666667,1.289,0.329,0.96,1153
"1180","Four Mile","Lower",1,"02","2016",59,2016-02-28,1095,2.03927083333333,2.983,1.262,1.721,1154
"1181","Four Mile","Lower",1,"02","2016",60,2016-02-29,1095,2.84148958333333,3.406,2.37,1.036,1155
"1182","Four Mile","Lower",1,"03","2015",60,2015-03-01,730,0.0354583333333333,0.051,-0.004,0.055,790
"1183","Four Mile","Lower",1,"03","2015",61,2015-03-02,730,0.152020833333333,0.218,0.051,0.167,791
"1184","Four Mile","Lower",1,"03","2015",62,2015-03-03,730,0.14025,0.246,0.024,0.222,792
"1185","Four Mile","Lower",1,"03","2015",63,2015-03-04,730,0.325677083333333,0.522,0.051,0.471,793
"1186","Four Mile","Lower",1,"03","2015",64,2015-03-05,730,0.470916666666667,0.577,0.218,0.359,794
"1187","Four Mile","Lower",1,"03","2015",65,2015-03-06,730,0.0366875,0.19,-0.032,0.222,795
"1188","Four Mile","Lower",1,"03","2015",66,2015-03-07,730,0.07290625,0.19,-0.032,0.222,796
"1189","Four Mile","Lower",1,"03","2015",67,2015-03-08,730,0.401729166666667,0.605,0.19,0.415,797
"1190","Four Mile","Lower",1,"03","2015",68,2015-03-09,730,0.487416666666667,0.77,0.301,0.469,798
"1191","Four Mile","Lower",1,"03","2015",69,2015-03-10,730,0.505489583333333,0.962,0.079,0.883,799
"1192","Four Mile","Lower",1,"03","2015",70,2015-03-11,730,0.197208333333333,0.605,0.024,0.581,800
"1193","Four Mile","Lower",1,"03","2015",71,2015-03-12,730,0.521715789473684,1.398,0.079,1.319,801
"1194","Four Mile","Lower",1,"03","2015",72,2015-03-13,730,0.47040625,0.962,-0.032,0.994,802
"1195","Four Mile","Lower",1,"03","2015",73,2015-03-14,730,0.85859375,1.071,0.522,0.549,803
"1196","Four Mile","Lower",1,"03","2015",74,2015-03-15,730,0.999760416666667,1.262,0.687,0.575,804
"1197","Four Mile","Lower",1,"03","2015",75,2015-03-16,730,0.966041666666667,1.507,0.467,1.04,805
"1198","Four Mile","Lower",1,"03","2015",76,2015-03-17,730,1.20479166666667,1.615,0.55,1.065,806
"1199","Four Mile","Lower",1,"03","2015",77,2015-03-18,730,0.109791666666667,0.522,-0.032,0.554,807
"1200","Four Mile","Lower",1,"03","2015",78,2015-03-19,730,-0.0147916666666667,-0.004,-0.032,0.028,808
"1201","Four Mile","Lower",1,"03","2015",79,2015-03-20,730,-0.0156875,0.079,-0.032,0.111,809
"1202","Four Mile","Lower",1,"03","2016",61,2016-03-01,1095,2.12546875,2.717,1.615,1.102,1156
"1203","Four Mile","Lower",1,"03","2016",62,2016-03-02,1095,2.15801041666667,2.477,1.289,1.188,1157
"1204","Four Mile","Lower",1,"03","2016",63,2016-03-03,1095,0.66484375,1.235,0.356,0.879,1158
"1205","Four Mile","Lower",1,"03","2016",64,2016-03-04,1095,0.623875,1.099,0.218,0.881,1159
"1206","Four Mile","Lower",1,"03","2016",65,2016-03-05,1095,0.661208333333333,0.989,0.273,0.716,1160
"1207","Four Mile","Lower",1,"03","2016",66,2016-03-06,1095,0.885052083333333,1.588,0.301,1.287,1161
"1208","Four Mile","Lower",1,"03","2016",67,2016-03-07,1095,1.28695833333333,2.074,0.467,1.607,1162
"1209","Four Mile","Lower",1,"03","2016",68,2016-03-08,1095,2.55075,3.722,1.561,2.161,1163
"1210","Four Mile","Lower",1,"03","2016",69,2016-03-09,1095,4.0916875,5.488,2.983,2.505,1164
"1211","Four Mile","Lower",1,"03","2016",70,2016-03-10,1095,5.567,6.128,5.154,0.974,1165
"1212","Four Mile","Lower",1,"03","2016",71,2016-03-11,1095,6.11128125,6.712,5.565,1.147,1166
"1213","Four Mile","Lower",1,"03","2016",72,2016-03-12,1095,4.71684375,5.514,3.643,1.871,1167
"1214","Four Mile","Lower",1,"03","2016",73,2016-03-13,1095,5.309125,6.102,4.584,1.518,1168
"1215","Four Mile","Lower",1,"03","2016",74,2016-03-14,1095,4.61757291666667,5.565,3.958,1.607,1169
"1216","Four Mile","Lower",1,"03","2016",75,2016-03-15,1095,4.3638125,5.024,3.88,1.144,1170
"1217","Four Mile","Lower",1,"03","2016",76,2016-03-16,1095,5.52060416666667,6.509,4.688,1.821,1171
"1218","Four Mile","Lower",1,"03","2016",77,2016-03-17,1095,6.31527083333333,6.839,5.898,0.941000000000001,1172
"1219","Four Mile","Lower",1,"03","2016",78,2016-03-18,1095,5.34096875,5.898,4.818,1.08,1173
"1220","Four Mile","Lower",1,"03","2016",79,2016-03-19,1095,3.57952083333333,4.766,2.85,1.916,1174
"1221","Four Mile","Lower",2,"03","2015",80,2015-03-21,730,0.624833333333333,1.235,0.079,1.156,810
"1222","Four Mile","Lower",2,"03","2015",81,2015-03-22,730,0.470166666666667,0.962,-0.032,0.994,811
"1223","Four Mile","Lower",2,"03","2015",82,2015-03-23,730,-0.0177083333333333,-0.004,-0.032,0.028,812
"1224","Four Mile","Lower",2,"03","2015",83,2015-03-24,730,0.0470625,0.218,-0.032,0.25,813
"1225","Four Mile","Lower",2,"03","2015",84,2015-03-25,730,0.481739583333333,1.317,-0.032,1.349,814
"1226","Four Mile","Lower",2,"03","2015",85,2015-03-26,730,0.7656875,1.534,0.024,1.51,815
"1227","Four Mile","Lower",2,"03","2015",86,2015-03-27,730,0.307114583333333,0.852,0.024,0.828,816
"1228","Four Mile","Lower",2,"03","2015",87,2015-03-28,730,0.926270833333333,1.126,0.412,0.714,817
"1229","Four Mile","Lower",2,"03","2015",88,2015-03-29,730,0.58525,1.615,-0.032,1.647,818
"1230","Four Mile","Lower",2,"03","2015",89,2015-03-30,730,1.16998958333333,1.832,0.495,1.337,819
"1231","Four Mile","Lower",2,"03","2015",90,2015-03-31,730,1.94914583333333,2.85,1.262,1.588,820
"1232","Four Mile","Lower",2,"03","2016",80,2016-03-20,1095,2.33965714285714,3.063,1.724,1.339,1175
"1233","Four Mile","Lower",2,"03","2016",81,2016-03-21,1095,2.89566666666667,4.011,2.047,1.964,1176
"1234","Four Mile","Lower",2,"03","2016",82,2016-03-22,1095,3.08758333333333,4.246,1.967,2.279,1177
"1235","Four Mile","Lower",2,"03","2016",83,2016-03-23,1095,4.86279166666667,6.026,3.801,2.225,1178
"1236","Four Mile","Lower",2,"03","2016",84,2016-03-24,1095,4.76279166666667,5.821,4.011,1.81,1179
"1237","Four Mile","Lower",2,"03","2016",85,2016-03-25,1095,4.45745833333333,5.179,3.958,1.221,1180
"1238","Four Mile","Lower",2,"03","2016",86,2016-03-26,1095,4.597125,5.872,3.643,2.229,1181
"1239","Four Mile","Lower",2,"03","2016",87,2016-03-27,1095,4.87691666666667,6.102,4.115,1.987,1182
"1240","Four Mile","Lower",2,"03","2016",88,2016-03-28,1095,4.818625,4.947,4.662,0.285,1183
"1241","Four Mile","Lower",2,"03","2016",89,2016-03-29,1095,4.679,5.668,3.854,1.814,1184
"1242","Four Mile","Lower",2,"03","2016",90,2016-03-30,1095,4.15216666666667,5.975,2.37,3.605,1185
"1243","Four Mile","Lower",2,"03","2016",91,2016-03-31,1095,6.78079166666667,8.792,4.792,4,1186
"1244","Four Mile","Lower",2,"04","2015",91,2015-04-01,730,1.57741666666667,2.664,0.632,2.032,821
"1245","Four Mile","Lower",2,"04","2015",92,2015-04-02,730,1.70113541666667,3.301,0.522,2.779,822
"1246","Four Mile","Lower",2,"04","2015",93,2015-04-03,730,1.80044791666667,2.316,1.534,0.782,823
"1247","Four Mile","Lower",2,"04","2015",94,2015-04-04,730,1.87594791666667,2.477,1.18,1.297,824
"1248","Four Mile","Lower",2,"04","2015",95,2015-04-05,730,1.7984375,2.69,1.071,1.619,825
"1249","Four Mile","Lower",2,"04","2015",96,2015-04-06,730,2.61741666666667,4.141,1.425,2.716,826
"1250","Four Mile","Lower",2,"04","2015",97,2015-04-07,730,2.70225,3.036,2.423,0.613,827
"1251","Four Mile","Lower",2,"04","2015",98,2015-04-08,730,2.12202083333333,2.584,0.742,1.842,828
"1252","Four Mile","Lower",2,"04","2015",99,2015-04-09,730,1.71523958333333,2.155,0.962,1.193,829
"1253","Four Mile","Lower",2,"04","2015",100,2015-04-10,730,2.39142708333333,2.823,1.967,0.856,830
"1254","Four Mile","Lower",2,"04","2015",101,2015-04-11,730,3.2635625,4.584,2.289,2.295,831
"1255","Four Mile","Lower",2,"04","2015",102,2015-04-12,730,3.71913541666667,5.898,1.913,3.985,832
"1256","Four Mile","Lower",2,"04","2015",103,2015-04-13,730,4.84241666666667,6.94,2.85,4.09,833
"1257","Four Mile","Lower",2,"04","2015",104,2015-04-14,730,6.07847916666667,7.242,5.205,2.037,834
"1258","Four Mile","Lower",2,"04","2015",105,2015-04-15,730,5.85220833333333,7.795,4.011,3.784,835
"1259","Four Mile","Lower",2,"04","2015",106,2015-04-16,730,5.83559375,7.795,3.801,3.994,836
"1260","Four Mile","Lower",2,"04","2015",107,2015-04-17,730,6.69923958333333,7.645,6.051,1.594,837
